##id,描述（不调用）,掉落类型（1：全选，2：概率走权重，随机，3：各走各概率）,奖励<类型|奖励ID|个数|概率>
#int,string,int,vector<vector<int>>
#id,desc,type,probability
303413,探索boss1,3,<10|0|42350|42350|10000>%<6|101|78750|96250|10000>%<1|0|50715|61985|10000>%<6|80103|107|131|10000>%<6|93408|2|4|10000>%<6|80081|2|2|10000>
303501,探索小怪1,3,<10|0|12100|12100|10000>%<6|101|22500|27500|10000>%<1|0|14490|17710|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303502,探索小怪2,3,<10|0|12200|12200|10000>%<6|101|22680|27720|10000>%<1|0|14580|17820|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303503,探索小怪3,3,<10|0|12200|12200|10000>%<6|101|22680|27720|10000>%<1|0|14580|17820|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303504,探索小怪4,3,<10|0|12200|12200|10000>%<6|101|22680|27720|10000>%<1|0|14580|17820|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303505,探索小怪5,3,<10|0|12300|12300|10000>%<6|101|22860|27940|10000>%<1|0|14670|17930|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303506,探索小怪6,3,<10|0|12300|12300|10000>%<6|101|22860|27940|10000>%<1|0|14670|17930|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303507,探索小怪7,3,<10|0|12300|12300|10000>%<6|101|22860|27940|10000>%<1|0|14670|17930|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303508,探索小怪8,3,<10|0|12400|12400|10000>%<6|101|23040|28160|10000>%<1|0|14760|18040|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303509,探索小怪9,3,<10|0|12400|12400|10000>%<6|101|23040|28160|10000>%<1|0|14760|18040|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303510,探索小怪10,3,<10|0|12400|12400|10000>%<6|101|23040|28160|10000>%<1|0|14760|18040|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303511,探索小怪11,3,<10|0|12500|12500|10000>%<6|101|23220|28380|10000>%<1|0|14850|18150|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303512,探索小怪12,3,<10|0|12500|12500|10000>%<6|101|23220|28380|10000>%<1|0|14850|18150|10000>%<6|80103|31|37|10000>%<6|93408|2|4|10000>
303513,探索boss1,3,<10|0|43750|43750|10000>%<6|101|81270|99330|10000>%<1|0|51975|63525|10000>%<6|80103|107|131|10000>%<6|93408|2|4|10000>%<6|80081|2|2|10000>
303601,探索小怪1,3,<10|0|12600|12600|10000>%<6|101|23400|28600|10000>%<1|0|14940|18260|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303602,探索小怪2,3,<10|0|12600|12600|10000>%<6|101|23400|28600|10000>%<1|0|14940|18260|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303603,探索小怪3,3,<10|0|12600|12600|10000>%<6|101|23400|28600|10000>%<1|0|14940|18260|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303604,探索小怪4,3,<10|0|12700|12700|10000>%<6|101|23580|28820|10000>%<1|0|15030|18370|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303605,探索小怪5,3,<10|0|12700|12700|10000>%<6|101|23580|28820|10000>%<1|0|15030|18370|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303606,探索小怪6,3,<10|0|12700|12700|10000>%<6|101|23580|28820|10000>%<1|0|15030|18370|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303607,探索小怪7,3,<10|0|12800|12800|10000>%<6|101|23760|29040|10000>%<1|0|15120|18480|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303608,探索小怪8,3,<10|0|12800|12800|10000>%<6|101|23760|29040|10000>%<1|0|15120|18480|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303609,探索小怪9,3,<10|0|12800|12800|10000>%<6|101|23760|29040|10000>%<1|0|15120|18480|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303610,探索小怪10,3,<10|0|12900|12900|10000>%<6|101|23940|29260|10000>%<1|0|15210|18590|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303611,探索小怪11,3,<10|0|12900|12900|10000>%<6|101|23940|29260|10000>%<1|0|15210|18590|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303612,探索小怪12,3,<10|0|12900|12900|10000>%<6|101|23940|29260|10000>%<1|0|15210|18590|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303613,探索boss1,3,<10|0|45500|45500|10000>%<6|101|84420|103180|10000>%<1|0|53550|65450|10000>%<6|80103|111|135|10000>%<6|93408|2|4|10000>%<6|80081|2|2|10000>
303701,探索小怪1,3,<10|0|13000|13000|10000>%<6|101|24120|29480|10000>%<1|0|15300|18700|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303702,探索小怪2,3,<10|0|13000|13000|10000>%<6|101|24120|29480|10000>%<1|0|15300|18700|10000>%<6|80103|32|39|10000>%<6|93408|2|4|10000>
303703,探索小怪3,3,<10|0|13100|13100|10000>%<6|101|24300|29700|10000>%<1|0|15390|18810|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303704,探索小怪4,3,<10|0|13100|13100|10000>%<6|101|24300|29700|10000>%<1|0|15390|18810|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303705,探索小怪5,3,<10|0|13100|13100|10000>%<6|101|24300|29700|10000>%<1|0|15390|18810|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303706,探索小怪6,3,<10|0|13200|13200|10000>%<6|101|24480|29920|10000>%<1|0|15480|18920|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303707,探索小怪7,3,<10|0|13200|13200|10000>%<6|101|24480|29920|10000>%<1|0|15480|18920|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303708,探索小怪8,3,<10|0|13200|13200|10000>%<6|101|24480|29920|10000>%<1|0|15480|18920|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303709,探索小怪9,3,<10|0|13300|13300|10000>%<6|101|24660|30140|10000>%<1|0|15570|19030|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303710,探索小怪10,3,<10|0|13300|13300|10000>%<6|101|24660|30140|10000>%<1|0|15570|19030|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303711,探索小怪11,3,<10|0|13300|13300|10000>%<6|101|24660|30140|10000>%<1|0|15570|19030|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303712,探索小怪12,3,<10|0|13400|13400|10000>%<6|101|24840|30360|10000>%<1|0|15660|19140|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303713,探索boss1,3,<10|0|46900|46900|10000>%<6|101|86940|106260|10000>%<1|0|54810|66990|10000>%<6|80103|113|139|10000>%<6|93408|2|4|10000>%<6|80081|2|2|10000>
303801,探索小怪1,3,<10|0|13400|13400|10000>%<6|101|24840|30360|10000>%<1|0|15660|19140|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303802,探索小怪2,3,<10|0|13500|13500|10000>%<6|101|25020|30580|10000>%<1|0|15750|19250|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303803,探索小怪3,3,<10|0|13500|13500|10000>%<6|101|25020|30580|10000>%<1|0|15750|19250|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303804,探索小怪4,3,<10|0|13500|13500|10000>%<6|101|25020|30580|10000>%<1|0|15750|19250|10000>%<6|80103|32|40|10000>%<6|93408|2|4|10000>
303805,探索小怪5,3,<10|0|13600|13600|10000>%<6|101|25200|30800|10000>%<1|0|15840|19360|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303806,探索小怪6,3,<10|0|13600|13600|10000>%<6|101|25200|30800|10000>%<1|0|15840|19360|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303807,探索小怪7,3,<10|0|13600|13600|10000>%<6|101|25200|30800|10000>%<1|0|15840|19360|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303808,探索小怪8,3,<10|0|13700|13700|10000>%<6|101|25380|31020|10000>%<1|0|15930|19470|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303809,探索小怪9,3,<10|0|13700|13700|10000>%<6|101|25380|31020|10000>%<1|0|15930|19470|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303810,探索小怪10,3,<10|0|13700|13700|10000>%<6|101|25380|31020|10000>%<1|0|15930|19470|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303811,探索小怪11,3,<10|0|13800|13800|10000>%<6|101|25560|31240|10000>%<1|0|16020|19580|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303812,探索小怪12,3,<10|0|13800|13800|10000>%<6|101|25560|31240|10000>%<1|0|16020|19580|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303813,探索小怪13,3,<10|0|13800|13800|10000>%<6|101|25560|31240|10000>%<1|0|16020|19580|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303814,探索boss1,3,<10|0|48650|48650|10000>%<6|101|90090|110110|10000>%<1|0|56385|68915|10000>%<6|80103|117|143|10000>%<6|93408|2|4|10000>%<6|80081|2|2|10000>
303901,探索小怪1,3,<10|0|100|100|10000>%<6|101|25740|31460|10000>%<1|0|16110|19690|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303902,探索小怪2,3,<10|0|100|100|10000>%<6|101|25740|31460|10000>%<1|0|16110|19690|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
303903,探索boss1,3,<10|0|300|300|10000>%<6|101|90720|110880|10000>%<1|0|56700|69300|10000>%<6|80103|117|143|10000>%<6|93408|2|4|10000>%<6|80081|2|2|10000>
304001,探索小怪1,3,<10|0|14000|14000|10000>%<6|101|25920|31680|10000>%<1|0|16200|19800|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
304002,探索小怪2,3,<10|0|14000|14000|10000>%<6|101|25920|31680|10000>%<1|0|16200|19800|10000>%<6|80103|33|41|10000>%<6|93408|2|4|10000>
304003,探索小怪3,3,<10|0|14100|14100|10000>%<6|101|26100|31900|10000>%<1|0|16290|19910|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304004,探索小怪4,3,<10|0|14100|14100|10000>%<6|101|26100|31900|10000>%<1|0|16290|19910|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304005,探索小怪5,3,<10|0|14100|14100|10000>%<6|101|26100|31900|10000>%<1|0|16290|19910|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304006,探索小怪6,3,<10|0|14200|14200|10000>%<6|101|26280|32120|10000>%<1|0|16380|20020|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304007,探索小怪7,3,<10|0|14200|14200|10000>%<6|101|26280|32120|10000>%<1|0|16380|20020|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304008,探索小怪8,3,<10|0|14200|14200|10000>%<6|101|26280|32120|10000>%<1|0|16380|20020|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304009,探索小怪9,3,<10|0|14300|14300|10000>%<6|101|26460|32340|10000>%<1|0|16470|20130|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304010,探索小怪10,3,<10|0|14300|14300|10000>%<6|101|26460|32340|10000>%<1|0|16470|20130|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304011,探索小怪11,3,<10|0|14300|14300|10000>%<6|101|26460|32340|10000>%<1|0|16470|20130|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304012,探索小怪12,3,<10|0|14400|14400|10000>%<6|101|26640|32560|10000>%<1|0|16560|20240|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304013,探索小怪13,3,<10|0|14400|14400|10000>%<6|101|26640|32560|10000>%<1|0|16560|20240|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304014,探索boss1,3,<10|0|50400|50400|10000>%<6|101|93240|113960|10000>%<1|0|57960|70840|10000>%<6|80103|120|146|10000>%<6|93408|2|4|10000>%<6|80081|3|3|10000>
304101,探索小怪1,3,<10|0|14500|14500|10000>%<6|101|26820|32780|10000>%<1|0|16650|20350|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304102,探索小怪2,3,<10|0|14500|14500|10000>%<6|101|26820|32780|10000>%<1|0|16650|20350|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304103,探索小怪3,3,<10|0|14500|14500|10000>%<6|101|26820|32780|10000>%<1|0|16650|20350|10000>%<6|80103|34|42|10000>%<6|93408|2|4|10000>
304104,探索小怪4,3,<10|0|14600|14600|10000>%<6|101|27000|33000|10000>%<1|0|16740|20460|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304105,探索小怪5,3,<10|0|14600|14600|10000>%<6|101|27000|33000|10000>%<1|0|16740|20460|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304106,探索小怪6,3,<10|0|14600|14600|10000>%<6|101|27000|33000|10000>%<1|0|16740|20460|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304107,探索小怪7,3,<10|0|14700|14700|10000>%<6|101|27180|33220|10000>%<1|0|16830|20570|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304108,探索小怪8,3,<10|0|14700|14700|10000>%<6|101|27180|33220|10000>%<1|0|16830|20570|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304109,探索小怪9,3,<10|0|14700|14700|10000>%<6|101|27180|33220|10000>%<1|0|16830|20570|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304110,探索小怪10,3,<10|0|14800|14800|10000>%<6|101|27360|33440|10000>%<1|0|16920|20680|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304111,探索小怪11,3,<10|0|14800|14800|10000>%<6|101|27360|33440|10000>%<1|0|16920|20680|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304112,探索小怪12,3,<10|0|14800|14800|10000>%<6|101|27360|33440|10000>%<1|0|16920|20680|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304113,探索小怪13,3,<10|0|14900|14900|10000>%<6|101|27540|33660|10000>%<1|0|17010|20790|10000>%<6|80103|35|43|10000>%<6|93408|2|4|10000>
304114,探索boss1,3,<10|0|52150|52150|10000>%<6|101|96390|117810|10000>%<1|0|59535|72765|10000>%<6|80103|123|151|10000>%<6|93408|2|4|10000>%<6|80081|3|3|10000>
304201,探索小怪1,3,<10|0|14900|14900|10000>%<6|101|27540|33660|10000>%<1|0|17010|20790|10000>%<6|80103|35|43|10000>%<6|93409|2|4|10000>
304202,探索小怪2,3,<10|0|15000|15000|10000>%<6|101|27720|33880|10000>%<1|0|17100|20900|10000>%<6|80103|35|43|10000>%<6|93409|2|4|10000>
304203,探索小怪3,3,<10|0|15000|15000|10000>%<6|101|27720|33880|10000>%<1|0|17100|20900|10000>%<6|80103|35|43|10000>%<6|93409|2|4|10000>
304204,探索小怪4,3,<10|0|15000|15000|10000>%<6|101|27720|33880|10000>%<1|0|17100|20900|10000>%<6|80103|35|43|10000>%<6|93409|2|4|10000>
304205,探索小怪5,3,<10|0|15100|15100|10000>%<6|101|27900|34100|10000>%<1|0|17190|21010|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304206,探索小怪6,3,<10|0|15100|15100|10000>%<6|101|27900|34100|10000>%<1|0|17190|21010|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304207,探索小怪7,3,<10|0|15100|15100|10000>%<6|101|27900|34100|10000>%<1|0|17190|21010|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304208,探索小怪8,3,<10|0|15200|15200|10000>%<6|101|28080|34320|10000>%<1|0|17280|21120|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304209,探索小怪9,3,<10|0|15200|15200|10000>%<6|101|28080|34320|10000>%<1|0|17280|21120|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304210,探索小怪10,3,<10|0|15200|15200|10000>%<6|101|28080|34320|10000>%<1|0|17280|21120|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304211,探索小怪11,3,<10|0|15300|15300|10000>%<6|101|28260|34540|10000>%<1|0|17370|21230|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304212,探索小怪12,3,<10|0|15300|15300|10000>%<6|101|28260|34540|10000>%<1|0|17370|21230|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304213,探索小怪13,3,<10|0|15300|15300|10000>%<6|101|28260|34540|10000>%<1|0|17370|21230|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304214,探索boss1,3,<10|0|53900|53900|10000>%<6|101|99540|121660|10000>%<1|0|61110|74690|10000>%<6|80103|126|154|10000>%<6|93409|2|4|10000>%<6|80081|3|3|10000>
304301,探索小怪1,3,<10|0|15400|15400|10000>%<6|101|28440|34760|10000>%<1|0|17460|21340|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304302,探索小怪2,3,<10|0|15400|15400|10000>%<6|101|28440|34760|10000>%<1|0|17460|21340|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304303,探索小怪3,3,<10|0|15500|15500|10000>%<6|101|28620|34980|10000>%<1|0|17550|21450|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304304,探索小怪4,3,<10|0|15500|15500|10000>%<6|101|28620|34980|10000>%<1|0|17550|21450|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304305,探索小怪5,3,<10|0|15500|15500|10000>%<6|101|28620|34980|10000>%<1|0|17550|21450|10000>%<6|80103|36|44|10000>%<6|93409|2|4|10000>
304306,探索小怪6,3,<10|0|15600|15600|10000>%<6|101|28800|35200|10000>%<1|0|17640|21560|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304307,探索小怪7,3,<10|0|15600|15600|10000>%<6|101|28800|35200|10000>%<1|0|17640|21560|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304308,探索小怪8,3,<10|0|15600|15600|10000>%<6|101|28800|35200|10000>%<1|0|17640|21560|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304309,探索小怪9,3,<10|0|15700|15700|10000>%<6|101|28980|35420|10000>%<1|0|17730|21670|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304310,探索小怪10,3,<10|0|15700|15700|10000>%<6|101|28980|35420|10000>%<1|0|17730|21670|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304311,探索小怪11,3,<10|0|15700|15700|10000>%<6|101|28980|35420|10000>%<1|0|17730|21670|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304312,探索小怪12,3,<10|0|15800|15800|10000>%<6|101|29160|35640|10000>%<1|0|17820|21780|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304313,探索小怪13,3,<10|0|15800|15800|10000>%<6|101|29160|35640|10000>%<1|0|17820|21780|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304314,探索boss1,3,<10|0|55300|55300|10000>%<6|101|102060|124740|10000>%<1|0|62370|76230|10000>%<6|80103|130|158|10000>%<6|93409|2|4|10000>%<6|80081|3|3|10000>
304401,探索小怪1,3,<10|0|15900|15900|10000>%<6|101|29340|35860|10000>%<1|0|17910|21890|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304402,探索小怪2,3,<10|0|15900|15900|10000>%<6|101|29340|35860|10000>%<1|0|17910|21890|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304403,探索小怪3,3,<10|0|15900|15900|10000>%<6|101|29340|35860|10000>%<1|0|17910|21890|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304404,探索小怪4,3,<10|0|16000|16000|10000>%<6|101|29520|36080|10000>%<1|0|18000|22000|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304405,探索小怪5,3,<10|0|16000|16000|10000>%<6|101|29520|36080|10000>%<1|0|18000|22000|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304406,探索小怪6,3,<10|0|16000|16000|10000>%<6|101|29520|36080|10000>%<1|0|18000|22000|10000>%<6|80103|37|45|10000>%<6|93409|2|4|10000>
304407,探索小怪7,3,<10|0|16100|16100|10000>%<6|101|29700|36300|10000>%<1|0|18090|22110|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304408,探索小怪8,3,<10|0|16100|16100|10000>%<6|101|29700|36300|10000>%<1|0|18090|22110|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304409,探索小怪9,3,<10|0|16100|16100|10000>%<6|101|29700|36300|10000>%<1|0|18090|22110|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304410,探索小怪10,3,<10|0|16200|16200|10000>%<6|101|29880|36520|10000>%<1|0|18180|22220|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304411,探索小怪11,3,<10|0|16200|16200|10000>%<6|101|29880|36520|10000>%<1|0|18180|22220|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304412,探索小怪12,3,<10|0|16200|16200|10000>%<6|101|29880|36520|10000>%<1|0|18180|22220|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304413,探索小怪13,3,<10|0|16300|16300|10000>%<6|101|30060|36740|10000>%<1|0|18270|22330|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304414,探索boss1,3,<10|0|57050|57050|10000>%<6|101|105210|128590|10000>%<1|0|63945|78155|10000>%<6|80103|132|162|10000>%<6|93409|2|4|10000>%<6|80081|3|3|10000>
304501,探索小怪1,3,<10|0|16300|16300|10000>%<6|101|30060|36740|10000>%<1|0|18270|22330|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304502,探索小怪2,3,<10|0|16400|16400|10000>%<6|101|30240|36960|10000>%<1|0|18360|22440|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304503,探索小怪3,3,<10|0|16400|16400|10000>%<6|101|30240|36960|10000>%<1|0|18360|22440|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304504,探索小怪4,3,<10|0|16400|16400|10000>%<6|101|30240|36960|10000>%<1|0|18360|22440|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304505,探索小怪5,3,<10|0|16500|16500|10000>%<6|101|30420|37180|10000>%<1|0|18450|22550|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304506,探索小怪6,3,<10|0|16500|16500|10000>%<6|101|30420|37180|10000>%<1|0|18450|22550|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304507,探索小怪7,3,<10|0|16500|16500|10000>%<6|101|30420|37180|10000>%<1|0|18450|22550|10000>%<6|80103|38|46|10000>%<6|93409|2|4|10000>
304508,探索小怪8,3,<10|0|16600|16600|10000>%<6|101|30600|37400|10000>%<1|0|18540|22660|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304509,探索小怪9,3,<10|0|16600|16600|10000>%<6|101|30600|37400|10000>%<1|0|18540|22660|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304510,探索小怪10,3,<10|0|16600|16600|10000>%<6|101|30600|37400|10000>%<1|0|18540|22660|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304511,探索小怪11,3,<10|0|16700|16700|10000>%<6|101|30780|37620|10000>%<1|0|18630|22770|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304512,探索小怪12,3,<10|0|16700|16700|10000>%<6|101|30780|37620|10000>%<1|0|18630|22770|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304513,探索小怪13,3,<10|0|16700|16700|10000>%<6|101|30780|37620|10000>%<1|0|18630|22770|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304514,探索boss1,3,<10|0|58800|58800|10000>%<6|101|108360|132440|10000>%<1|0|65520|80080|10000>%<6|80103|136|166|10000>%<6|93409|2|4|10000>%<6|80081|3|3|10000>
304601,探索小怪1,3,<10|0|16800|16800|10000>%<6|101|30960|37840|10000>%<1|0|18720|22880|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304602,探索小怪2,3,<10|0|16800|16800|10000>%<6|101|30960|37840|10000>%<1|0|18720|22880|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304603,探索小怪3,3,<10|0|16900|16900|10000>%<6|101|31140|38060|10000>%<1|0|18810|22990|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304604,探索小怪4,3,<10|0|16900|16900|10000>%<6|101|31140|38060|10000>%<1|0|18810|22990|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304605,探索小怪5,3,<10|0|16900|16900|10000>%<6|101|31140|38060|10000>%<1|0|18810|22990|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304606,探索小怪6,3,<10|0|17000|17000|10000>%<6|101|31320|38280|10000>%<1|0|18900|23100|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304607,探索小怪7,3,<10|0|17000|17000|10000>%<6|101|31320|38280|10000>%<1|0|18900|23100|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304608,探索小怪8,3,<10|0|17000|17000|10000>%<6|101|31320|38280|10000>%<1|0|18900|23100|10000>%<6|80103|39|47|10000>%<6|93409|2|4|10000>
304609,探索小怪9,3,<10|0|17100|17100|10000>%<6|101|31500|38500|10000>%<1|0|18990|23210|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304610,探索小怪10,3,<10|0|17100|17100|10000>%<6|101|31500|38500|10000>%<1|0|18990|23210|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304611,探索小怪11,3,<10|0|17100|17100|10000>%<6|101|31500|38500|10000>%<1|0|18990|23210|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304612,探索小怪12,3,<10|0|17200|17200|10000>%<6|101|31680|38720|10000>%<1|0|19080|23320|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304613,探索小怪13,3,<10|0|17200|17200|10000>%<6|101|31680|38720|10000>%<1|0|19080|23320|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304614,探索boss1,3,<10|0|60200|60200|10000>%<6|101|110880|135520|10000>%<1|0|66780|81620|10000>%<6|80103|139|169|10000>%<6|93409|2|4|10000>%<6|80081|3|3|10000>
304701,探索小怪1,3,<10|0|17300|17300|10000>%<6|101|31860|38940|10000>%<1|0|19170|23430|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304702,探索小怪2,3,<10|0|17300|17300|10000>%<6|101|31860|38940|10000>%<1|0|19170|23430|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304703,探索小怪3,3,<10|0|17300|17300|10000>%<6|101|31860|38940|10000>%<1|0|19170|23430|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304704,探索小怪4,3,<10|0|17400|17400|10000>%<6|101|32040|39160|10000>%<1|0|19260|23540|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304705,探索小怪5,3,<10|0|17400|17400|10000>%<6|101|32040|39160|10000>%<1|0|19260|23540|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
304706,探索小怪6,3,<10|0|17400|17400|10000>%<6|101|32040|39160|10000>%<1|0|19260|23540|10000>%<6|80103|40|48|10000>%<6|93409|2|4|10000>
